5.276700000000000140e-02,9.995399999999999840e-01
1.057799999999999990e-01,1.000000000000000000e+00
0.000000000000000000e+00,9.747700000000000253e-01
0.000000000000000000e+00,9.179500000000000437e-01
0.000000000000000000e+00,8.870900000000000452e-01
0.000000000000000000e+00,8.670400000000000329e-01
0.000000000000000000e+00,8.134200000000000319e-01
2.179899999999999893e-02,9.863199999999999745e-01
0.000000000000000000e+00,8.690099999999999492e-01
2.784000000000000016e-02,1.000000000000000000e+00
3.640999999999999792e-02,9.872600000000000264e-01
0.000000000000000000e+00,8.315599999999999659e-01
0.000000000000000000e+00,8.626599999999999824e-01
0.000000000000000000e+00,8.964999999999999636e-01
0.000000000000000000e+00,8.184200000000000363e-01
0.000000000000000000e+00,9.623300000000000187e-01
0.000000000000000000e+00,9.692300000000000360e-01
0.000000000000000000e+00,8.809099999999999708e-01
0.000000000000000000e+00,7.960599999999999898e-01
5.289099999999999704e-03,9.865800000000000125e-01
0.000000000000000000e+00,9.059099999999999930e-01
0.000000000000000000e+00,9.393000000000000238e-01
0.000000000000000000e+00,8.625099999999999989e-01
0.000000000000000000e+00,9.764000000000000457e-01
5.704800000000000149e-02,1.000000000000000000e+00
0.000000000000000000e+00,8.517900000000000471e-01
0.000000000000000000e+00,9.124999999999999778e-01
0.000000000000000000e+00,9.228199999999999736e-01
0.000000000000000000e+00,8.564100000000000046e-01
0.000000000000000000e+00,8.843699999999999894e-01
0.000000000000000000e+00,9.020000000000000240e-01
4.922300000000000113e-03,1.000000000000000000e+00
3.566799999999999832e-02,1.000000000000000000e+00
0.000000000000000000e+00,8.099600000000000133e-01
0.000000000000000000e+00,9.721100000000000296e-01
0.000000000000000000e+00,8.979700000000000459e-01
0.000000000000000000e+00,7.129699999999999926e-01
0.000000000000000000e+00,9.436099999999999488e-01
0.000000000000000000e+00,9.041500000000000092e-01
0.000000000000000000e+00,9.757799999999999807e-01
1.009499999999999981e-01,1.000000000000000000e+00
0.000000000000000000e+00,9.933499999999999552e-01
4.152999999999999747e-02,1.000000000000000000e+00
0.000000000000000000e+00,8.576799999999999979e-01
0.000000000000000000e+00,9.292200000000000459e-01
0.000000000000000000e+00,9.782999999999999474e-01
0.000000000000000000e+00,8.922600000000000531e-01
1.701899999999999941e-02,1.000000000000000000e+00
0.000000000000000000e+00,7.907100000000000239e-01
0.000000000000000000e+00,8.789000000000000146e-01
0.000000000000000000e+00,9.440899999999999848e-01
0.000000000000000000e+00,9.192700000000000315e-01
1.182099999999999991e-02,1.000000000000000000e+00
0.000000000000000000e+00,9.274900000000000366e-01
0.000000000000000000e+00,9.295799999999999619e-01
0.000000000000000000e+00,8.800400000000000444e-01
0.000000000000000000e+00,9.075400000000000134e-01
1.115700000000000025e-01,1.000000000000000000e+00
0.000000000000000000e+00,8.465799999999999992e-01
0.000000000000000000e+00,9.781300000000000550e-01
0.000000000000000000e+00,7.694999999999999618e-01
0.000000000000000000e+00,8.363599999999999923e-01
2.212899999999999937e-02,9.752100000000000213e-01
0.000000000000000000e+00,9.916899999999999604e-01
0.000000000000000000e+00,8.216799999999999660e-01
9.810499999999999776e-03,1.000000000000000000e+00
0.000000000000000000e+00,7.944700000000000095e-01
0.000000000000000000e+00,9.079199999999999493e-01
0.000000000000000000e+00,9.858000000000000096e-01
0.000000000000000000e+00,8.494599999999999929e-01
0.000000000000000000e+00,8.729200000000000292e-01
0.000000000000000000e+00,9.578900000000000192e-01
0.000000000000000000e+00,9.506599999999999495e-01
0.000000000000000000e+00,9.302000000000000268e-01
2.276299999999999851e-02,1.000000000000000000e+00
0.000000000000000000e+00,9.441399999999999793e-01
0.000000000000000000e+00,9.879000000000000004e-01
0.000000000000000000e+00,8.755500000000000504e-01
8.533599999999999519e-02,1.000000000000000000e+00
0.000000000000000000e+00,9.129899999999999682e-01
0.000000000000000000e+00,8.861700000000000133e-01
0.000000000000000000e+00,7.810500000000000220e-01
0.000000000000000000e+00,9.844600000000000017e-01
0.000000000000000000e+00,9.336999999999999744e-01
0.000000000000000000e+00,9.250199999999999534e-01
0.000000000000000000e+00,8.036200000000000010e-01
0.000000000000000000e+00,8.616700000000000470e-01
0.000000000000000000e+00,9.516400000000000414e-01
0.000000000000000000e+00,9.355499999999999927e-01
0.000000000000000000e+00,8.626700000000000479e-01
0.000000000000000000e+00,9.018399999999999750e-01
0.000000000000000000e+00,9.522399999999999753e-01
0.000000000000000000e+00,8.791400000000000325e-01
3.681600000000000150e-03,1.000000000000000000e+00
0.000000000000000000e+00,8.997500000000000497e-01
0.000000000000000000e+00,7.691900000000000404e-01
0.000000000000000000e+00,8.706000000000000405e-01
0.000000000000000000e+00,9.470899999999999874e-01
0.000000000000000000e+00,8.358900000000000219e-01
0.000000000000000000e+00,9.942999999999999616e-01
0.000000000000000000e+00,9.516799999999999704e-01
0.000000000000000000e+00,8.508000000000000007e-01
0.000000000000000000e+00,9.213099999999999623e-01
0.000000000000000000e+00,8.908399999999999652e-01
0.000000000000000000e+00,8.213599999999999790e-01
8.465900000000000161e-03,1.000000000000000000e+00
0.000000000000000000e+00,8.486399999999999499e-01
0.000000000000000000e+00,8.748000000000000220e-01
0.000000000000000000e+00,8.768599999999999728e-01
0.000000000000000000e+00,8.751700000000000035e-01
0.000000000000000000e+00,9.182099999999999707e-01
0.000000000000000000e+00,9.975300000000000278e-01
6.511100000000000221e-02,1.000000000000000000e+00
0.000000000000000000e+00,9.525099999999999678e-01
1.222799999999999998e-01,1.000000000000000000e+00
5.494999999999999885e-03,1.000000000000000000e+00
1.773999999999999883e-02,1.000000000000000000e+00
0.000000000000000000e+00,9.365400000000000391e-01
1.224599999999999994e-02,1.000000000000000000e+00
0.000000000000000000e+00,8.693899999999999961e-01
0.000000000000000000e+00,8.662999999999999590e-01
0.000000000000000000e+00,9.180599999999999872e-01
0.000000000000000000e+00,8.736500000000000377e-01
0.000000000000000000e+00,8.285400000000000542e-01
5.645800000000000297e-03,9.626799999999999802e-01
3.925700000000000023e-02,1.000000000000000000e+00
9.743300000000000571e-02,1.000000000000000000e+00
1.557200000000000077e-02,1.000000000000000000e+00
0.000000000000000000e+00,8.618500000000000050e-01
2.006400000000000197e-03,1.000000000000000000e+00
0.000000000000000000e+00,9.509199999999999875e-01
0.000000000000000000e+00,9.613099999999999978e-01
0.000000000000000000e+00,8.211199999999999610e-01
2.942499999999999977e-02,9.751999999999999558e-01
8.866300000000000570e-03,9.790999999999999703e-01
5.626400000000000151e-02,9.759700000000000042e-01
0.000000000000000000e+00,8.853999999999999648e-01
1.005200000000000017e-02,1.000000000000000000e+00
1.123700000000000046e-02,1.000000000000000000e+00
0.000000000000000000e+00,9.948599999999999666e-01
0.000000000000000000e+00,9.326999999999999735e-01
0.000000000000000000e+00,9.864399999999999835e-01
4.030500000000000055e-02,1.000000000000000000e+00
0.000000000000000000e+00,8.994400000000000173e-01
1.145299999999999964e-02,1.000000000000000000e+00
0.000000000000000000e+00,9.124600000000000488e-01
1.306200000000000139e-01,1.000000000000000000e+00
0.000000000000000000e+00,8.218299999999999494e-01
